MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 04:30
10000847339,000000000034153614,0.0675,Active Import Interval (kWh),14-10-2024 04:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 04:00
10000847339,000000000034153614,0.0535,Active Import Interval (kWh),14-10-2024 04:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 03:30
10000847339,000000000034153614,0.0830,Active Import Interval (kWh),14-10-2024 03:30
10000847339,000000000034153614,0.0680,Active Import Interval (kWh),14-10-2024 03:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 03:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 02:30
10000847339,000000000034153614,0.0660,Active Import Interval (kWh),14-10-2024 02:30
10000847339,000000000034153614,0.0860,Active Import Interval (kWh),14-10-2024 02:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 02:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 01:30
10000847339,000000000034153614,0.0665,Active Import Interval (kWh),14-10-2024 01:30
10000847339,000000000034153614,0.0580,Active Import Interval (kWh),14-10-2024 01:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 01:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 00:30
10000847339,000000000034153614,0.1000,Active Import Interval (kWh),14-10-2024 00:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),14-10-2024 00:00
10000847339,000000000034153614,0.0725,Active Import Interval (kWh),14-10-2024 00:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 23:30
10000847339,000000000034153614,0.0420,Active Import Interval (kWh),13-10-2024 23:30
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),13-10-2024 23:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 23:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),13-10-2024 22:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 22:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 22:00
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),13-10-2024 22:00
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),13-10-2024 21:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 21:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 21:00
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),13-10-2024 21:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 20:30
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),13-10-2024 20:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 20:00
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),13-10-2024 20:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),13-10-2024 19:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 19:30
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),13-10-2024 19:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 19:00
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),13-10-2024 18:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 18:30
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),13-10-2024 18:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 18:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 17:30
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),13-10-2024 17:30
10000847339,000000000034153614,0.0055,Active Import Interval (kWh),13-10-2024 17:00
10000847339,000000000034153614,0.0020,Active Export Interval (kWh),13-10-2024 17:00
10000847339,000000000034153614,0.0140,Active Import Interval (kWh),13-10-2024 16:30
10000847339,000000000034153614,0.0110,Active Export Interval (kWh),13-10-2024 16:30
10000847339,000000000034153614,0.0065,Active Import Interval (kWh),13-10-2024 16:00
10000847339,000000000034153614,0.0040,Active Export Interval (kWh),13-10-2024 16:00
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),13-10-2024 15:30
10000847339,000000000034153614,0.0025,Active Import Interval (kWh),13-10-2024 15:30
10000847339,000000000034153614,0.0095,Active Import Interval (kWh),13-10-2024 15:00
10000847339,000000000034153614,0.0085,Active Export Interval (kWh),13-10-2024 15:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 14:30
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),13-10-2024 14:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 14:00
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),13-10-2024 14:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 13:30
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),13-10-2024 13:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 13:00
10000847339,000000000034153614,0.0005,Active Import Interval (kWh),13-10-2024 13:00
10000847339,000000000034153614,0.0005,Active Import Interval (kWh),13-10-2024 12:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 12:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 12:00
10000847339,000000000034153614,0.0005,Active Import Interval (kWh),13-10-2024 12:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 11:30
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),13-10-2024 11:30
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),13-10-2024 11:00
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),13-10-2024 11:00
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),13-10-2024 10:30
10000847339,000000000034153614,0.0020,Active Import Interval (kWh),13-10-2024 10:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 10:00
10000847339,000000000034153614,0.0180,Active Import Interval (kWh),13-10-2024 10:00
10000847339,000000000034153614,0.4000,Active Import Interval (kWh),13-10-2024 09:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 09:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 09:00
10000847339,000000000034153614,1.3200,Active Import Interval (kWh),13-10-2024 09:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 08:30
10000847339,000000000034153614,0.0720,Active Import Interval (kWh),13-10-2024 08:30
10000847339,000000000034153614,0.0530,Active Import Interval (kWh),13-10-2024 08:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 08:00
10000847339,000000000034153614,0.0825,Active Import Interval (kWh),13-10-2024 07:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 07:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 07:00
10000847339,000000000034153614,0.0775,Active Import Interval (kWh),13-10-2024 07:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 06:30
10000847339,000000000034153614,0.0530,Active Import Interval (kWh),13-10-2024 06:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 06:00
10000847339,000000000034153614,0.0905,Active Import Interval (kWh),13-10-2024 06:00
10000847339,000000000034153614,0.0610,Active Import Interval (kWh),13-10-2024 05:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 05:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 05:00
10000847339,000000000034153614,0.0635,Active Import Interval (kWh),13-10-2024 05:00
10000847339,000000000034153614,0.0965,Active Import Interval (kWh),13-10-2024 04:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 04:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 04:00
10000847339,000000000034153614,0.0535,Active Import Interval (kWh),13-10-2024 04:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 03:30
10000847339,000000000034153614,0.0580,Active Import Interval (kWh),13-10-2024 03:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),13-10-2024 03:00
10000847339,000000000034153614,0.1040,Active Import Interval (kWh),13-10-2024 03:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 02:30
10000847339,000000000034153614,0.0330,Active Import Interval (kWh),13-10-2024 02:30
10000847339,000000000034153614,0.0020,Active Import Interval (kWh),13-10-2024 02:00
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),13-10-2024 02:00
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),13-10-2024 01:30
10000847339,000000000034153614,0.0010,Active Export Interval (kWh),13-10-2024 01:30
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),13-10-2024 01:00
10000847339,000000000034153614,0.0010,Active Export Interval (kWh),13-10-2024 01:00
10000847339,000000000034153614,0.0010,Active Export Interval (kWh),13-10-2024 00:30
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),13-10-2024 00:30
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),13-10-2024 00:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),13-10-2024 00:00
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),12-10-2024 23:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 23:30
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),12-10-2024 23:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 23:00
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),12-10-2024 22:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 22:30
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),12-10-2024 22:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 22:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),12-10-2024 21:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 21:30
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),12-10-2024 21:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 21:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 20:30
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),12-10-2024 20:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 20:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),12-10-2024 20:00
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),12-10-2024 19:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 19:30
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),12-10-2024 19:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 19:00
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),12-10-2024 18:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 18:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 18:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),12-10-2024 18:00
10000847339,000000000034153614,0.0295,Active Import Interval (kWh),12-10-2024 17:30
10000847339,000000000034153614,0.0025,Active Export Interval (kWh),12-10-2024 17:30
10000847339,000000000034153614,0.0850,Active Import Interval (kWh),12-10-2024 17:00
10000847339,000000000034153614,0.0165,Active Export Interval (kWh),12-10-2024 17:00
10000847339,000000000034153614,0.1725,Active Export Interval (kWh),12-10-2024 16:30
10000847339,000000000034153614,0.0005,Active Import Interval (kWh),12-10-2024 16:30
10000847339,000000000034153614,0.0045,Active Import Interval (kWh),12-10-2024 16:00
10000847339,000000000034153614,0.0500,Active Export Interval (kWh),12-10-2024 16:00
10000847339,000000000034153614,0.0005,Active Import Interval (kWh),12-10-2024 15:30
10000847339,000000000034153614,0.4045,Active Export Interval (kWh),12-10-2024 15:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),12-10-2024 15:00
10000847339,000000000034153614,0.2985,Active Export Interval (kWh),12-10-2024 15:00
10000847339,000000000034153614,0.2250,Active Export Interval (kWh),12-10-2024 14:30
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),12-10-2024 14:30
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),12-10-2024 14:00
10000847339,000000000034153614,0.4480,Active Export Interval (kWh),12-10-2024 14:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),12-10-2024 13:30
10000847339,000000000034153614,0.2355,Active Export Interval (kWh),12-10-2024 13:30
10000847339,000000000034153614,0.3430,Active Export Interval (kWh),12-10-2024 13:00
10000847339,000000000034153614,0.0020,Active Import Interval (kWh),12-10-2024 13:00
10000847339,000000000034153614,0.2275,Active Export Interval (kWh),12-10-2024 12:30
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),12-10-2024 12:30
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),12-10-2024 12:00
10000847339,000000000034153614,0.0130,Active Export Interval (kWh),12-10-2024 12:00
10000847339,000000000034153614,0.0065,Active Export Interval (kWh),12-10-2024 11:30
10000847339,000000000034153614,0.0020,Active Import Interval (kWh),12-10-2024 11:30
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),12-10-2024 11:00
10000847339,000000000034153614,0.0125,Active Export Interval (kWh),12-10-2024 11:00
10000847339,000000000034153614,0.0020,Active Import Interval (kWh),12-10-2024 10:30
10000847339,000000000034153614,0.0360,Active Export Interval (kWh),12-10-2024 10:30
10000847339,000000000034153614,0.0175,Active Export Interval (kWh),12-10-2024 10:00
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),12-10-2024 10:00
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),12-10-2024 09:30
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),12-10-2024 09:30
10000847339,000000000034153614,0.0020,Active Import Interval (kWh),12-10-2024 09:00
10000847339,000000000034153614,0.0020,Active Export Interval (kWh),12-10-2024 09:00
10000847339,000000000034153614,0.0485,Active Import Interval (kWh),12-10-2024 08:30
10000847339,000000000034153614,0.0010,Active Export Interval (kWh),12-10-2024 08:30
10000847339,000000000034153614,0.0575,Active Import Interval (kWh),12-10-2024 08:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 08:00
10000847339,000000000034153614,0.0625,Active Import Interval (kWh),12-10-2024 07:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 07:30
10000847339,000000000034153614,0.0940,Active Import Interval (kWh),12-10-2024 07:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 07:00
10000847339,000000000034153614,0.0540,Active Import Interval (kWh),12-10-2024 06:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 06:30
10000847339,000000000034153614,0.0620,Active Import Interval (kWh),12-10-2024 06:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 06:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 05:30
10000847339,000000000034153614,0.1025,Active Import Interval (kWh),12-10-2024 05:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 05:00
10000847339,000000000034153614,0.0575,Active Import Interval (kWh),12-10-2024 05:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 04:30
10000847339,000000000034153614,0.0690,Active Import Interval (kWh),12-10-2024 04:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),12-10-2024 04:00
10000847339,000000000034153614,0.0880,Active Import Interval (kWh),12-10-2024 04:00
10000847339,000000000034153614,0.0195,Active Import Interval (kWh),12-10-2024 03:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),12-10-2024 03:30
10000847339,000000000034153614,0.0010,Active Export Interval (kWh),12-10-2024 03:00
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),12-10-2024 03:00
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),12-10-2024 02:30
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),12-10-2024 02:30
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),12-10-2024 02:00
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),12-10-2024 02:00
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),12-10-2024 01:30
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),12-10-2024 01:30
10000847339,000000000034153614,0.0015,Active Import Interval (kWh),12-10-2024 01:00
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),12-10-2024 01:00
10000847339,000000000034153614,0.0010,Active Export Interval (kWh),12-10-2024 00:30
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),12-10-2024 00:30
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),12-10-2024 00:00
10000847339,000000000034153614,0.0010,Active Export Interval (kWh),12-10-2024 00:00
10000847339,000000000034153614,0.0025,Active Import Interval (kWh),11-10-2024 23:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 23:30
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),11-10-2024 23:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 23:00
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),11-10-2024 22:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 22:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),11-10-2024 22:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),11-10-2024 22:00
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),11-10-2024 21:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 21:30
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),11-10-2024 21:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 21:00
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),11-10-2024 20:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),11-10-2024 20:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),11-10-2024 20:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),11-10-2024 20:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),11-10-2024 19:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),11-10-2024 19:30
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),11-10-2024 19:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),11-10-2024 19:00
10000847339,000000000034153614,0.0030,Active Import Interval (kWh),11-10-2024 18:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),11-10-2024 18:30
10000847339,000000000034153614,0.0010,Active Export Interval (kWh),11-10-2024 18:00
10000847339,000000000034153614,0.0025,Active Import Interval (kWh),11-10-2024 18:00
10000847339,000000000034153614,0.0060,Active Import Interval (kWh),11-10-2024 17:30
10000847339,000000000034153614,0.0045,Active Export Interval (kWh),11-10-2024 17:30
10000847339,000000000034153614,0.0010,Active Import Interval (kWh),11-10-2024 17:00
10000847339,000000000034153614,0.0920,Active Export Interval (kWh),11-10-2024 17:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 16:30
10000847339,000000000034153614,0.1675,Active Export Interval (kWh),11-10-2024 16:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 16:00
10000847339,000000000034153614,0.0865,Active Export Interval (kWh),11-10-2024 16:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 15:30
10000847339,000000000034153614,0.1655,Active Export Interval (kWh),11-10-2024 15:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 15:00
10000847339,000000000034153614,0.6210,Active Export Interval (kWh),11-10-2024 15:00
10000847339,000000000034153614,0.6555,Active Export Interval (kWh),11-10-2024 14:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 14:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 14:00
10000847339,000000000034153614,0.6680,Active Export Interval (kWh),11-10-2024 14:00
10000847339,000000000034153614,0.6650,Active Export Interval (kWh),11-10-2024 13:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 13:30
10000847339,000000000034153614,0.7115,Active Export Interval (kWh),11-10-2024 13:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 13:00
10000847339,000000000034153614,0.7230,Active Export Interval (kWh),11-10-2024 12:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 12:30
10000847339,000000000034153614,0.7535,Active Export Interval (kWh),11-10-2024 12:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 12:00
10000847339,000000000034153614,0.6960,Active Export Interval (kWh),11-10-2024 11:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 11:30
10000847339,000000000034153614,0.4680,Active Export Interval (kWh),11-10-2024 11:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),11-10-2024 11:00
10000847339,000000000034153614,0.0005,Active Import Interval (kWh),11-10-2024 10:30
10000847339,000000000034153614,0.2455,Active Export Interval (kWh),11-10-2024 10:30
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),11-10-2024 10:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 10:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),11-10-2024 09:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 09:30
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),11-10-2024 09:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 09:00
10000847339,000000000034153614,0.0405,Active Import Interval (kWh),11-10-2024 08:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),11-10-2024 08:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 08:00
10000847339,000000000034153614,0.0505,Active Import Interval (kWh),11-10-2024 08:00
10000847339,000000000034153614,0.0650,Active Import Interval (kWh),11-10-2024 07:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 07:30
10000847339,000000000034153614,0.0820,Active Import Interval (kWh),11-10-2024 07:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 07:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 06:30
10000847339,000000000034153614,0.0580,Active Import Interval (kWh),11-10-2024 06:30
10000847339,000000000034153614,0.0710,Active Import Interval (kWh),11-10-2024 06:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 06:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 05:30
10000847339,000000000034153614,0.0735,Active Import Interval (kWh),11-10-2024 05:30
10000847339,000000000034153614,0.0555,Active Import Interval (kWh),11-10-2024 05:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 05:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 04:30
10000847339,000000000034153614,0.0820,Active Import Interval (kWh),11-10-2024 04:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 04:00
10000847339,000000000034153614,0.0675,Active Import Interval (kWh),11-10-2024 04:00
10000847339,000000000034153614,0.0505,Active Import Interval (kWh),11-10-2024 03:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 03:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 03:00
10000847339,000000000034153614,0.0965,Active Import Interval (kWh),11-10-2024 03:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 02:30
10000847339,000000000034153614,0.0620,Active Import Interval (kWh),11-10-2024 02:30
10000847339,000000000034153614,0.0520,Active Import Interval (kWh),11-10-2024 02:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 02:00
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),11-10-2024 01:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),11-10-2024 01:30
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),11-10-2024 01:00
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),11-10-2024 01:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 00:30
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),11-10-2024 00:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),11-10-2024 00:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),11-10-2024 00:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),10-10-2024 23:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),10-10-2024 23:30
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),10-10-2024 23:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),10-10-2024 23:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),10-10-2024 22:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),10-10-2024 22:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),10-10-2024 22:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),10-10-2024 22:00
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),10-10-2024 21:30
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),10-10-2024 21:30
10000847339,000000000034153614,0.3135,Active Import Interval (kWh),10-10-2024 21:00
10000847339,000000000034153614,0.0120,Active Export Interval (kWh),10-10-2024 21:00
10000847339,000000000034153614,0.1060,Active Import Interval (kWh),10-10-2024 20:30
10000847339,000000000034153614,0.0015,Active Export Interval (kWh),10-10-2024 20:30
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),10-10-2024 20:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),10-10-2024 20:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),10-10-2024 19:30
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),10-10-2024 19:30
10000847339,000000000034153614,0.0035,Active Import Interval (kWh),10-10-2024 19:00
10000847339,000000000034153614,0.0000,Active Export Interval (kWh),10-10-2024 19:00
10000847339,000000000034153614,0.0040,Active Import Interval (kWh),10-10-2024 18:30
10000847339,000000000034153614,0.0005,Active Export Interval (kWh),10-10-2024 18:30
10000847339,000000000034153614,0.0090,Active Import Interval (kWh),10-10-2024 18:00
10000847339,000000000034153614,0.0050,Active Export Interval (kWh),10-10-2024 18:00
10000847339,000000000034153614,0.0055,Active Export Interval (kWh),10-10-2024 17:30
10000847339,000000000034153614,0.0070,Active Import Interval (kWh),10-10-2024 17:30
10000847339,000000000034153614,0.0610,Active Export Interval (kWh),10-10-2024 17:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),10-10-2024 17:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),10-10-2024 16:30
10000847339,000000000034153614,0.2270,Active Export Interval (kWh),10-10-2024 16:30
10000847339,000000000034153614,0.3090,Active Export Interval (kWh),10-10-2024 16:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),10-10-2024 16:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),10-10-2024 15:30
10000847339,000000000034153614,0.3715,Active Export Interval (kWh),10-10-2024 15:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),10-10-2024 15:00
10000847339,000000000034153614,0.5080,Active Export Interval (kWh),10-10-2024 15:00
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),10-10-2024 14:30
10000847339,000000000034153614,0.6495,Active Export Interval (kWh),10-10-2024 14:30
10000847339,000000000034153614,0.0000,Active Import Interval (kWh),10-10-2024 14:00
10000847339,000000000034153614,0.3770,Active Export Interval (kWh),10-10-2024 14:00
10000847339,000000000034153614,0.5980,Active Export Interval (kWh),10-10-2024 13:30
