#MPRN: 10000826638
Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
2024-07-20,0.016,0,0,0.016,0.02,0.019,0.02,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.019
2024-07-21,0.02,0.02,0.019,0.004,0,0.008,0.019,0.02,0.02,0.02,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.019,0.02
2024-07-22,0.012,0,0,0.018,0.02,0.019,0.02,0.019,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.007
2024-07-23,0.02,0.019,0.02,0.019,0.012,0,0.001,0.019,0.02,0.019,0.02,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.02,0.019,0.02
2024-07-24,0.01,0,0.002,0.02,0.019,0.02,0.02,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.02
2024-07-25,0.019,0.02,0.019,0.014,0,0,0.018,0.019,0.02,0.019,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.019,0.003
2024-07-26,0,0.009,0.02,0.019,0.02,0.02,0.009,0,0.003,0.019,0.02,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,1.021,0.301,0.026
2024-07-27,0.154,0,0.011,0.02,0.138,0.02,0.014,0.024,0.147,0.022,0,0.084,0,0.027,0.001,0.122,0,0,0.025,0.114,0,0.306,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0.023,0.014,0.014
2024-07-28,0.015,0.002,0.001,0.006,0.006,0.007,0.006,0,0.001,0.005,0,0,0,0,0,0,0.018,0,0,0,0,0.001,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.021
2024-07-29,0.02,0.021,0.003,0.002,0.02,0.021,0.02,0.021,0.001,0.003,0.02,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.02,0.021
2024-07-30,0.02,0.015,0,0.008,0.021,0.02,0.021,0.013,0,0.01,0.021,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.02,0.021
2024-07-31,0.021,0,0.003,0.02,0.021,0.021,0.019,0,0.005,0.021,0.021,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.02,0.021,0.02
2024-08-01,0.002,0.003,0.02,0.021,0.02,0.018,0,0.007,0.021,0.021,0.02,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.55,0.09,0.09,0,0,0,0.091,0,0,0,0
2024-08-02,0.133,0,0.011,0.024,0.12,0.017,0,0.112,0.021,0.021,0.021,0.202,0.05,0.02,0,0.119,0,0,0.16,0.008,0.023,0,0.044,0,0,0.098,0,0,0,0.069,0.147,0.065,0,0,0.1,0,0.001,0,0.098,0,0,0,0.113,0,0.029,0.099,0.106,0.158
2024-08-03,0.005,0.012,0.091,0.034,0.015,0.114,0.077,0.024,0.105,0,0,0.106,0,0,0.105,0,0.067,0.109,0.049,0.3,0.073,0,0,0.004,0,0.022,0,0,0.005,0.02,0,0,0,0.063,0,0,0,0.124,0,0,0,0.033,0.073,0,0,0.004,0.291,0.153
2024-08-04,0.169,0.145,0.131,0.001,0.157,0.148,0.172,0.154,0.106,0.087,0.071,0.104,0.156,0.21,0.044,0.194,0.165,0,0.103,0.094,0.426,0.123,0.378,0.06,0.045,0,0.067,0,0.088,0,0,0,0.082,0,0,0.067,0,0,0,0.104,0,0,0,0.099,0,0,0.014,0.149
2024-08-05,0.146,0.176,0.122,0.138,0.17,0.188,0.206,0.03,0.219,0.13,0.161,0.129,0.126,0.115,0.16,0,0,0.076,0,0,0,0.1,0.01,0.088,0,0.05,0.161,0.013,0.057,0.085,0,0,0.075,0,0.043,0.113,0,0,0.129,0,0,0,0.017,0.1,0.002,0.005,0.114,0.023
2024-08-06,0.054,0.009,0.132,0,0.003,0.021,0.148,0.021,0.021,0,0.091,0,0,0,0.066,0,0,0.06,0,0.131,0.001,0,0,0,0,0.016,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.02,0.019
2024-08-07,0.02,0.016,0,0.006,0.02,0.019,0.02,0.02,0,0.003,0.019,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.02,0.008,0,0.013
2024-08-08,0.02,0.019,0.02,0.014,0,0.009,0.02,0.019,0.02,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.02,0.02,0.02,0.017
2024-08-09,0,0.004,0.02,0.02,0.019,0.02,0.005,0,0.018,0.02,0.019,0.02,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0.02,0.02
2024-08-10,0.02,0.02,0.003,0,0.02,0.02,0.02,0.02,0.007,0,0.014,0.02,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.02,0.005,0,0.017
2024-08-11,0.02,0.019,0.02,0.009,0,0.015,0.019,0.02,0.02,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.02,0.02,0.011,0
2024-08-12,0.012,0.019,0.02,0.02,0.01,0,0.013,0.02,0.019,0.02,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.02,0.008,0,0.015
2024-08-13,0.02,0.02,0.02,0.004,0,0.018,0.019,0.02,0.02,0.002,0.001,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.003,0,0.019,0.02
2024-08-14,0.02,0.02,0.002,0.002,0.02,0.02,0.02,0.019,0.004,0,0.019,0.019,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.02,0,0.003,0.02
2024-08-15,0.019,0.02,0.02,0.001,0.001,0.019,0.02,0.02,0.02,0.003,0,0.019,0.02,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.019,0.008,0,0.015
2024-08-16,0.02,0.02,0.02,0.01,0,0.014,0.02,0.019,0.02,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.02,0.02,0.02,0.013
2024-08-17,0,0.01,0.02,0.019,0.02,0.02,0,0.003,0.019,0.02,0.02,0.019,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.008,0,0.013,0.02
2024-08-18,0.02,0.019,0.018,0,0.005,0.02,0.02,0.019,0.02,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0.001,0.02,0.02,0.02,0.02,0.005
2024-08-19,0,0.015,0.02,0.02,0.02,0.019,0,0.003,0.02,0.02,0.02,0.02,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.02,0.02,0.015,0,0.007
2024-08-20,0.02,0.02,0.02,0.02,0.006,0,0.016,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.007,0.055,0,0.01,0.022
2024-08-21,0.021,0.02,0.009,0.025,0.016,0.021,0.019,0.02,0.019,0.003,0,0.018,0.014,0,0,0,0,0,0,0.038,0.01,0,0,0,0,0.01,0,0,0,0.047,0.021,0.021,0,0,0,0,0.06,0,0,0,0.756,0.544,0.15,0,0.119,0.021,0.02,0.021
2024-08-22,0.165,0.01,0,0.012,0.129,0.02,0.021,0.02,0.12,0.015,0.028,0.164,0.02,0.021,0.019,0.141,0,0.231,0.012,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.02,0.019,0.02,0.019
2024-08-23,0.003,0,0.018,0.019,0.02,0.02,0.019,0.004,0,0.017,0.02,0.019,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.02,0.019,0.02
2024-08-24,0.02,0.005,0,0.016,0.019,0.02,0.02,0.019,0.008,0,0.013,0.02,0.02,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.013,0,0.007,0.02,0.02
2024-08-25,0.019,0.02,0.015,0,0.007,0.02,0.02,0.019,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.02,0.02,0.02,0,0
2024-08-26,0.02,0.019,0.02,0.02,0.019,0.006,0,0.014,0.019,0.02,0.019,0.02,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.02,0.02,0.019,0.02,0.013
2024-08-27,0,0.008,0.02,0.019,0.02,0.02,0.014,0,0.006,0.02,0.02,0.02,0.019,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.02,0.02,0.019,0.02
2024-08-28,0.005,0,0.014,0.019,0.02,0.02,0.019,0.006,0,0.015,0.019,0.02,0.02,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.02,0.02,0.019,0.02
2024-08-29,0.013,0,0.008,0.019,0.02,0.02,0.019,0.015,0,0.004,0.02,0.02,0.02,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0.914,0.4,0
2024-08-30,0.004,0.132,0,0.006,0.021,0.146,0.025,0.021,0.016,0.1,0.019,0.02,0.021,0.155,0.038,0,0,0,0.025,0,0.001,0,0,0.047,0,0,0,0,0,0.012,0,0,0,0.017,0.017,0,0,0.05,0.881,0.434,0,0.099,0.005,0.059,0.005,0.1,0.01,0
2024-08-31,0.006,0.023,0.134,0.022,0.023,0.014,0.118,0.041,0.02,0.02,0.192,0.02,0.036,0.193,0.081,0,0,0,0.033,0,0,0.002,0.01,0,0.001,0.003,0,0,0.008,0,0,0,0.008,0,0,0.013,0.04,0,0,0.064,0,0,0.1,0.041,0.02,0.02,0.099,0
2024-09-01,0.012,0.02,0.139,0.02,0.019,0.009,0.08,0.014,0.02,0.133,0.02,0.02,0.009,0.077,0,0,0.129,0,0,0,0,0,0.047,0,0,0,0.051,0,0,0.056,0,0,0,0.077,0,0,0,0.054,0.026,0,0,0.03,0.076,0.02,0.019,0.02,0.14,0.011
2024-09-02,0,0.009,0.108,0.02,0.02,0.134,0.013,0,0.007,0.124,0.02,0.019,0.122,0,0,0,0.064,0,0,0.071,0,0,0,0.069,0,0,0.061,0,0,0.06,0,0,0,0.081,0,0.019,0.044,0,0.076,0,0,0.136,0.01,0.022,0.148,0.026,0.016,0.086
2024-09-03,0.01,0.02,0.132,0.02,0.037,0.09,0.197,0.021,0.02,0.15,0.02,0.02,0.183,0.065,0.052,0,0,0,0,0.043,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0.036,0.039,0.017,0,0.049,0.004,0.006,0.053,0.001,0.021,0.115
2024-09-04,0.022,0.02,0.016,0.059,0.007,0.02,0.108,0.02,0.02,0.108,0,0.003,0.048,0.061,0,0,0,0,0,0.025,0,0.003,0,0.338,0.092,0,0.052,0,0,0.026,0,0,0.045,0.095,0,0,0.079,0,0.101,0.121,0,0,0,0.12,0.032,0.027,0.032,0.2
2024-09-05,0.031,0.003,0.007,0.006,0.006,0.112,0.012,0,0.123,0.02,0.02,0.02,0.113,0,0,0.19,0.002,0,0.029,0,0.02,0,0,0,0,0,0,0,0,0.032,0,0,0.053,0,0,0,0.036,0.003,0,0,0,0.003,0,0,0.025,0.081,0.028,0.022
2024-09-06,0.015,0,0.007,0.02,0.021,0.02,0.02,0.017,0.078,0.005,0.034,0.11,0.021,0.022,0.064,0,0,0,0.053,0.021,0,0.057,0.039,0,0,0.016,0,0.008,0,0.002,0.008,0,0,0.033,0,0,0,0.069,0,0,0,0.08,0.003,0.02,0.058,0.083,0.005,0.013
2024-09-07,0.077,0,0.005,0.006,0.109,0.005,0.017,0.037,0.09,0.017,0.02,0.02,0.123,0.02,0.008,0.069,0,0,0.033,0.086,0.009,0.035,0.233,0.001,0,0,0.024,0,0.007,0,0.005,0,0,0,0.034,0.003,0,0,0.078,0,0,0.116,0.013,0,0.029,0.073,0,0.001
2024-09-08,0.068,0,0.02,0.111,0.021,0.02,0.078,0,0.021,0.02,0.097,0.02,0.12,0,0,0.062,0,0,0,0.053,0,0.09,0.239,1.083,0.951,0.196,0.185,0,0.09,0,0.073,0.023,0,0.1,0,0.185,0.021,0.232,0.067,0.074,0.25,0.072,0.245,0.069,0.069,0.227,0.069,0.23
2024-09-09,0.07,0.23,0.069,0.247,0.068,0.178,0.132,0.068,0.232,0.067,0.251,0.067,0.124,0.132,0.02,0.163,0,0.119,0,0.05,0,0.005,0,0.025,0,0.026,0,0.02,0,0,0.025,0,0.019,0,0,0,0,0,0,0,0.057,0,0,0,0.061,0,0,0.07
2024-09-10,0,0,0,0.089,0,0,0.097,0.067,0.068,0.214,0.067,0.067,0.215,0.056,0.02,0.138,0,0.081,0.062,0,0.08,0,0,0.055,0,0.061,0,0.003,0.013,0.001,0.031,0.009,0,0,0,0,0,0,0,0,0.05,0.002,0.008,0,0.375,0.078,0,0
2024-09-11,0,0,0.013,0.02,0.078,0.02,0.031,0.023,0.091,0.02,0.007,0.015,0.175,0.055,0.019,0.023,0,0,0,0.014,0.009,0.051,0.01,0,0.063,0,0,0.064,0.037,0.112,0.001,0.042,0,0,0,0,0,0.013,0,0,0,0,0.042,0,0,0,0.025,0.048
2024-09-12,0,0,0.021,0.029,0.021,0.022,0.021,0.022,0.021,0.003,0.034,0,0.003,0,0,0,0.163,0.01,0,0,0,0,0,0.01,0.04,0.001,0,0,0.028,0,0,0,0,0,0,0,0.007,0,0,0,0.057,0,0,0.026,0,0,0.016,0.02
2024-09-13,0.021,0.02,0.02,0.019,0,0,0.012,0.02,0.08,0.033,0.031,0.02,0.021,0.007,0,0,0,0,0.001,0,0,0,0,0.003,0.001,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0.008,0,0.024,0,0,0.014,0.022,0.02,0.02,0.021
2024-09-14,0.02,0.009,0,0,0.016,0.021,0.02,0.091,0.022,0.02,0.014,0,0,0,0,0,0,0,0,0,0.021,0,0.001,0,0,0,0,0,0,0,0.006,0,0.032,0,0,0,0.027,0,0,0.196,0.023,0.016,0.024,0.006,0.012,0.038,0.029,0.009
2024-09-15,0,0,0.02,0.084,0.064,0.021,0.02,0.137,0,0,0.089,0.02,0.02,0.019,0.081,0,0,0.057,0,0.037,0.128,1.232,0.342,0.078,0,0,0.138,0.021,0,0,0,0,0.025,0,0,0,0,0,0,0,0.001,0.007,0.066,0.02,0.012,0.061,0,0.006
2024-09-16,0.02,0.02,0.126,0.02,0.02,0.02,0.078,0.024,0,0.005,0.112,0.02,0.02,0.02,0.109,0,0.056,0.015,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0.022,0,0,0,0.248,0.137,0.091,0,0.295,0.007,0.028,0.073,0,0.014,0.009
2024-09-17,0.145,0.02,0.02,0.02,0.127,0.02,0.089,0.191,0.065,0.04,0.02,0.163,0.019,0.02,0.079,0.097,0.048,0.004,0,0,0.002,0,0,0,0,0,0.007,0,0.003,0,0,0.005,0,0,0,0,0.186,0.002,0,0.037,0.02,0,0.018,0.103,0.026,0.028,0.099,0.066
2024-09-18,0,0.058,0.018,0.02,0.114,0.02,0.02,0.02,0.104,0,0,0.019,0.131,0.02,0.01,0.035,0,0.003,0,0,0.027,0,0.005,0,0,0.038,0,0,0,0.007,0,0,0,0.034,0,0,0.151,0.132,0.092,0.016,0.019,0.093,0.047,0,0,0.138,0.437,0.193
2024-09-19,0.162,0.167,0.335,0.126,0.099,0.035,0.173,0.031,0.03,0.03,0.173,0.073,0.07,0.028,0.162,0.013,0.088,0.099,0,0.009,0.023,0,0,0,0.001,0,0,0.02,0,0,0.02,0,0,0,0.047,0,0,0.089,0.001,0,0.129,0.051,0.002,0.052,0.135,0.017,0,0.076
2024-09-20,0.041,0.02,0.021,0.02,0.114,0.015,0.035,0.087,0.013,0.02,0.02,0.133,0.02,0.021,0.016,0.081,0.043,0.018,0.135,0.333,0.016,0.024,0.021,0,0.06,0,0,0,0,0.033,0,0,0.053,0,0,0,0,0,0,0,0,0,0.002,0,0.011,0.021,0.021,0
2024-09-21,0.041,0.053,0.021,0.092,0.02,0.02,0.104,0,0,0.099,0.03,0.02,0.02,0.086,0,0,0.06,0,0,0.061,0,0.034,0,0.041,0,0.12,0,0,0,0.049,0.036,0,0.061,0.003,0,0.001,0,0,0,0,0.007,0.016,0.007,0,0,0.038,0.034,0.023
2024-09-22,0.023,0.022,0.013,0,0,0.046,0.022,0.023,0.02,0.02,0.02,0.072,0,0,0.091,0.025,0.018,0.104,0.001,0,0.074,0.084,0.001,0,0.71,1.466,0.144,0,0.109,0,0,0,0.065,0.02,0.003,0.03,0,0.003,0.042,0.082,0.089,0.077,0.12,0.106,0.049,0.049,0.067,0.064
2024-09-23,0.024,0.02,0.061,0.02,0.02,0.02,0.064,0.065,0.058,0.02,0.02,0.021,0.106,0.02,0.02,0.145,0.065,0.064,0.043,0.109,0.085,0,0.065,0,0.011,0.003,0,0,0,0.032,0,0,0.047,0,0,0,0.277,0.086,0.038,0.051,0.069,0.196,0.081,0.032,0.04,0.028,0.021,0.029
2024-09-24,0.032,0.066,0.063,0.04,0.02,0.019,0.02,0.02,0.019,0.026,0.067,0.064,0.05,0.099,0.02,0.045,0,0.07,0,0.022,0,0,0,0,0.046,0,0,0,0.001,0.015,0,0,0.019,0.032,0,0,0,0.066,0,0,0.005,0.004,0.003,0.027,0.037,0.02,0,0
2024-09-25,0.059,0.029,0.02,0.019,0.02,0.044,0.02,0.007,0,0,0.017,0.02,0.109,0.021,0.013,0.044,0,0,0.04,0,0,0,0,0,0.024,0,0,0,0,0.079,0.014,0,0,0,0,0,0,0,0.005,0,0,0.035,0.114,0.076,0.078,0.074,0.043,0.022
2024-09-26,0.021,0.02,0.02,0.02,0.048,0.065,0.063,0.023,0.021,0.02,0.02,0.02,0.02,0.032,0.066,0.154,0.178,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0.001,0.016,0.019,0,0,0,0
2024-09-27,0,0.006,0.02,0.02,0.02,0.02,0.02,0.073,0.018,0,0.078,0.034,0.02,0.019,0.02,0.065,0.015,0,0,0.002,0.001,0,0.001,0.008,0,0,0,0,0.021,0,0,0,0,0.026,0,0.017,0,0.026,0.146,0,0.2,0.012,0.02,0.02,0.02,0.008,0,0
2024-09-28,0.015,0.027,0.082,0.021,0.021,0.02,0.017,0,0,0.01,0.013,0.026,0.021,0.02,0.019,0.033,0.006,0.61,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.018,0.005,0.019,0.063,0,0,0,0.002
2024-09-29,0.031,0.022,0.02,0.02,0.021,0.001,0,0.001,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.05,0,0.02,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.015,0,0,0,0.039,0.028,0.087
2024-09-30,0.024,0.021,0.02,0.02,0.06,0.064,0.115,0.025,0.02,0.02,0.02,0.053,0.028,0.021,0.058,0.102,0.063,0.026,0,0.006,0,0,0,0.046,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0.007,0.007,0.072,0.035,0.032,0.019
2024-10-01,0,0,0.05,0.02,0.02,0.02,0.019,0.02,0.019,0.006,0,0,0.017,0.019,0.02,0.062,0.008,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.051,0,0.003,0.004,0.003,0.007,0.004,0.024,0.005
2024-10-02,0,0,0.005,0.031,0.049,0.023,0.02,0.02,0.018,0,0,0.006,0.02,0.019,0.02,0.001,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0.037,0,0,0,0,0.01,0,0
2024-10-03,0.009,0.02,0.02,0.021,0.02,0.078,0.03,0.014,0,0,0.009,0.02,0.02,0.02,0.02,0,0,0,0.012,0.01,0,0,0,0,0,0,0,0,0,0,0,0.019,0.007,0.152,0.094,0.077,0.039,0.24,0.005,0,0.024,0.008,0.01,0.009,0.008,0,0.055,0.023
2024-10-04,0.02,0.062,0.02,0.02,0.049,0.065,0.059,0.02,0.019,0.02,0.019,0.02,0.02,0.05,0.064,0.097,0.026,0.02,0.018,0.089,0,0.006,0.022,0.014,0,0.024,0,0,0,0,0,0.014,0.03,0,0,0.069,0.008,0.039,0,0,0,0.004,0.007,0.055,0.012,0.069,0.05,0.069
2024-10-05,0.069,0.047,0.02,0.02,0.02,0.02,0.02,0.02,0.059,0.065,0.063,0.027,0.02,0.074,0.019,0.05,0.014,0,0,0,0,0.028,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0.017,0.012,0.013,0.02,0.02,0.02,0.004,0
2024-10-06,0,0.02,0.02,0.021,0.02,0.02,0.021,0.009,0,0,0.014,0.021,0.02,0.021,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.005,0.02,0.02,0.021,0.021,0.002,0,0
2024-10-07,0.02,0.021,0.021,0.021,0.02,0.02,0.016,0,0,0.006,0.02,0.021,0.02,0.02,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.017,0,0
2024-10-08,0,0.01,0.027,0.02,0.02,0.087,0.015,0,0,0.01,0.02,0.019,0.02,0.019,0.02,0.096,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.107,0,0,0.006,0.014,0.032,0.022,0.028
2024-10-09,0.015,0,0.03,0.013,0.02,0.02,0.02,0.02,0.02,0.014,0,0.037,0.01,0.02,0.019,0.001,0,0,0,0,0.03,0.463,0.015,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.001,0.138,0.266,0.263,0.112,0.457,0.186,0.041,0.049,0.07,0.126
2024-10-10,0.037,0.022,0.022,0.022,0.021,0.022,0.029,0.251,0.458,0.102,0.09,0.021,0.02,0.021,0.021,0.064,0.179,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0.001,0.002,0,0.002,0.006,0,0.049,0,0.001
2024-10-11,0.024,0.02,0.021,0.02,0.02,0.02,0.021,0.006,0.035,0,0.012,0.021,0.02,0.02,0.02,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.015,0.005,0,0.004,0.009,0.009,0.049,0.006,0.029,0.024
2024-10-12,0.021,0.02,0.019,0,0,0,0.022,0.02,0.011,0.017,0.02,0.021,0.02,0.02,0.019,0.001,0,0,0,0,0.032,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.093,0.047,0,0,0.09,0.052,0.04,0.102,0.024
2024-10-13,0.019,0.057,0.065,0.063,0.049,0.021,0.042,0.02,0.02,0.019,0.02,0.03,0.057,0.064,0.063,0.087,0.021,0.041,0.008,0.166,0.009,0,0.018,0,0,0,0,0,0.0365,0,0,0,0.0215,0.0065,0.001,0.01,0,0.001,0.014,0.0385,0.0365,0.0375,0.0465,0.0425,0.0235,0.03,0.0315,0.0505
2024-10-14,0.0225,0.0205,0.034,0.0205,0.0335,0.0345,0.065,0.03,0.026,0.0155,0.02,0.0315,0.0515,0.0205,0.0325,0.0825,0.0425,0.03,0.0145,0.0385,0.0285,0,0.0215,0.0155,0.0035,0.0085,0,0,0,0.0105,0,0,0.0155,0,0,0,0.0925,0.063,0.0125,0.017,0.023,0.0655,0.0295,0.013,0.0465,0.0265,0.0175,0.016
2024-10-15,0.011,0.025,0.029,0.081,0.022,0.02,0.02,0.012,0,0,0.011,0.02,0.02,0.02,0.02,0.001,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.02,0.011,0.026,0,0.003,0,0,0
2024-10-16,0.016,0.02,0.021,0.079,0.021,0.02,0.02,0.005,0,0,0.011,0.02,0.02,0.02,0.02,0.001,0,0.032,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0.054,0,0.055,0.021,0.012,0.011,0.003,0,0.008
2024-10-17,0.021,0.052,0.047,0.021,0.02,0.008,0.006,0.062,0.02,0.02,0.02,0.02,0.02,0.02,0.038,0.096,0.064,0.022,0,0.027,0.004,0.012,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0.004,0.023,0.019,0,0,0.005,0.011,0.035,0.026,0.021
2024-10-18,0.02,0.02,0.007,0,0,0.016,0.02,0.02,0.019,0.02,0.02,0.02,0.099,0,0,0,0,0,0,0,0,0,0.024,0.039,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.016,0.004,0,0,0,0,0,0.003,0,0.03
2024-10-19,0.022,0.061,0,0,0.056,0.028,0.021,0.02,0.02,0.02,0.02,0.068,0.064,0.052,0.02,0.109,0.021,0,0,0,0.008,0,0,0.002,0,0.024,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.001,0,0.005,0.009,0.002,0.029,0.015,0
